Content,Index,Difficulty
"360289418935801109,1442562009795143700,5934064277213184,-6917529027640995504,43117445280,576462953484656648,6076481808009003040,288230376151711744,1077936132,2253998845337600,144258158947237920,0,4112,2308094817625702400,0,0",52,
"1513210923542648085,1344605969288527893,5810918972362752,2305843009213775952,-9214221866694598528,293015450890141696,5770237039752581184,0,-9223336817577557888,4899916394579100160,17596481077264,0,36063981525401600,0,67125248,0",53,
"75049365456687105,1153214666190662160,5934064271888554,65552,3063573932809389056,300197461800009732,4612847669646196800,0,1229764177830084608,4504717409390592,17596481077264,0,288235067329740800,4612811935518294080,67125248,0",54,
"360289418935800837,1442562009795143700,5635007850762280,65552,1408749278336000,579277703251775508,140874927349792,0,577023704406425600,2884557771099873280,0,0,576462953474162688,11003714600992,0,0",55,
"-6269009232553569003,1487595257457541138,5810918974443520,2305843009213762064,142970905182336,-8646908911581904252,4792955925595947042,0,131200,2429920698040320,18283675814432,0,0,2488238794793287680,2621440,0",56,
"1513210923542648085,1487595256924864533,3001666763395072,2305843009213704832,142970905436288,-8935137261564968956,306244777513320514,0,1077936128,4504699155779584,71303168,0,0,17184063488,0,0",57,
"360289418935801109,1153205733736589332,5934064271888554,86352,1408749275719680,4899920793709858836,4612847669646196804,520,-9223336818122882816,4504699138998784,36609343453462544,0,36063981391052800,4612811918334230528,67125248,0",58,
"72059042784089365,1153214666190662160,4803766323859456,82000,1126174790276096,288235067329758276,4612811936659144768,0,1153202979583722112,4504699156893696,17596481077264,0,288230376151715856,4612811935518294080,67125248,0",59,
"1513210923542648085,1442562009795133461,5934064276099112,-6917529027640995504,-6872492988249931616,38878731292508160,6076481818725449728,0,-9223327884590808448,137573171712,180847673073991680,0,36063981458423808,524800,550292684800,0",60,
"1513210923542648085,1487595257574981653,5634997113999360,86352,1483516066154496,-8646909083346518012,21495808034,2570,1153202982018351104,2253998836940800,4611686018427420704,64,0,2308094809027379200,0,0",61,
"360289418935801109,1442562009795143700,5934064276099112,86352,1408749278614528,38878731168665620,6076481818725449728,0,-9223336818122784128,10737418752,180847673073991680,0,36063981391056912,0,550292684800,0",62,
"75049365445547285,1153214666190662160,5934064277213184,-6917529027640995504,3063573921396687008,288235067329757188,35751312099392,288230376151714314,1229764173248856068,4504699155779584,36591747108765712,0,288230376151711744,4612811935518294080,139586437120,0",63,
"1513210923542648085,1344605969288527893,3001666763395072,41120,1269111301886976,293019849876066324,89335319826496,1028,1153202980128948352,4904421093734879232,2233382993920,0,288230376151711744,17184063552,0,0",64,
"1513210923542648085,768426692079255573,2429920708567040,43680,1483516066408448,576463245531957284,2488238802720591904,0,44152263868672,2253998836940800,8804682989600,0,1103806595072,2308094809027379200,33587200,0",65,
"1513210923542648085,1442562009795133461,5934064277213184,-6917529027640995504,43117445280,1441157383685427220,306385651769540688,2050,164480,5634997100748800,144255925564211200,0,4112,8598323200,0,0",66,
"1513209823762584853,1487595257574981653,5810918974443520,-6917529027640997296,8724152480,-8646909083380602840,5950381016932679714,288230376151711744,4,2253998836941057,9491877759520,0,0,2308094809027379200,36208640,0",67,
"-6269009232553569003,768426689282703378,3001666755010560,-6917529027641070976,142970904903840,-6341066074149093376,306244786111643690,288230376151711744,4,2253998836940800,1168231148192,0,0,2308094809027379200,272,0",68,
"360991933585687556,1442562009795143700,2883434070228881448,82000,720858517553025024,38878731168665620,1157436099351060992,0,289359025915559936,2918332569273499688,41943042,0,2815853573701632,10995116318720,160,0",69,
"1513210923542648085,1487595257574981653,5810918974443520,10880,706436226372608,-8646905781624494040,180143994364231714,0,723390690691776640,2253998845337600,687194802720,0,18084767253659648,2308094817625702400,2621440,0",70,
"1513210923542648085,1442562009795133461,2883434070212100136,16448,706436223477760,1155738455544700936,1157436103662280720,0,17660905586944,2882303761525514240,4415268339776,0,67371008,0,16842912,0",71,
"-6196952354433004886,1344605966609416202,5076445205008384,4611686018427464336,5854679537392025681,4899916686704246784,5198279889257496644,0,22333830022400,299067162755329,19829864071184,0,558345750560,0,67125248,0",72,
