Content,Index,Difficulty
"2954361435280376133,47850746219069441,186916977418240,2305843009213696672,81638738362376,-6341068092801548128,191402984876277762,0,11258999068426240,186916976885760,4785074621906944,0",22,
"-6196953041627774651,47850746219069440,186916977418240,2720,18691697741824,-6341068092801547608,191402984876277762,0,19140298487627776,186916977418240,730144443040,0",23,
"72057681279451461,72339756478892545,357341280079882,5200,70643622417408,288934339547759620,365917470801788932,0,72339069284122624,282577173745664,1103806599184,0",24,
"72233584886939905,72339756478892545,357341280358400,5200,180214629388256256,288230652105982980,146366989252689924,0,72339756478889984,282574489391114,558345752592,0",25,
"72233584886939905,72339756478892545,357341280079882,5200,180214629388256256,288934339547759620,365917470801788932,0,72339756478889984,282577173745674,1103806599184,0",26,
"4971974075858551109,72339756478889985,357341280358400,5200,89335320089600,288230652103361540,365917471087001604,0,2233383002240,282574489391104,558345752592,0",27,
"2954361435280375978,47850746352238593,186916977418240,2720,81638738403328,1196268651021476,191402984876277760,0,83598068125007872,0,730144440320,0",28,
"4971974075858551109,47850746381598721,186916977418240,2720,89335320089600,-6341068275329138688,191402984876277762,0,340787200,1224979098644774912,4785074621906944,0",29,
"2954361442796568901,47850746219069441,186916977418240,2305843009213696672,2181038088,1196268655476736,191402984448458752,0,8320,4563402752,292057776128,0",30,
"4971974075858551109,72339756478889985,720858517553025034,4112,89335319889920,288934339545138180,289359025915570180,0,72339069150953472,720858514868670464,1103817084944,0",31,
"2954361401189073066,83598068394491905,326554954665984,4752,10995116451840,-6629298332588047196,334392273577967620,0,11258999068430592,326554954665984,1275605291664,0",32,
"-6196953041627774806,47850746219069440,326554954665984,4611686018427390624,306244775802044420,1196268655476736,45035997519413248,0,1168231108864,4563402769,171798691840,0",33,
"2954361435280376105,47850746352238593,186916977418240,2720,81638738666496,-6341068232387984220,76561193950511106,0,83598068394491904,43980465274880,292057777216,0",34,
"4971974075858551109,47850746352238593,186916977418240,2720,89335320089600,-6341068232387984380,191402984876277762,0,2233383002240,1224979098644774912,4785074621906944,0",35,
"-6196953041627774806,47850746219069440,357341280243712,5200,18691697741824,-6917528845104971096,365917470801788928,0,19140298487627776,43980465389568,1103806595072,0",36,
"72057681279451461,72339756478892545,720858517553025034,4112,70643622217728,288934339547759620,289359025915570180,0,72339069014638592,720858517553025024,1103817084944,0",37,
"4971974075858551109,83598068423852033,186916977418240,2720,35734128035840,-6917528751689431788,191402984448458752,0,36591747108700160,1052672,292057776128,0",38,
"-6196953007536471767,47850746219069440,186916977418240,2720,10995116581888,1196268651020968,76561193665315840,0,11258999110369280,1224979098644774912,0,0",39,
"4971974075858551109,83598068394491905,186916977418240,2720,585467951558497280,-6917528708739760128,76561194378330112,0,8320,43980465111040,292057776768,0",40,
"72057681279451393,72339756478892545,357341280079882,5200,70643622347776,288934339547759620,365917470801788932,0,72339069284122624,282577173745664,1103806599184,0",41,
"4971974075858551109,83598068423852033,186916977418240,2305843009213696672,585467953739202568,8519680,191402984163263488,0,-9223369803471773568,32,4785074604081152,0",42,
"2954361435280376105,91479367742390273,357341280358400,5200,81638738666496,576461028255073444,146366988434800642,0,83598068394491904,1052672,558345750560,0",43,
"4971974075858551109,72339756478889985,357341280358400,2305843009213698064,585467953739202568,288230652103360512,289356277421703172,0,2233383002240,282574488338432,34078720,0",44,
"4971974075858551109,47850746219069441,186916977418240,2720,89335320089600,1196268651020560,191402984876277760,0,19140298757111808,0,730144440320,0",45,
"4971974075858551109,72339756478889985,282577173745674,5200,89335320089600,288934339545138180,289356277136500740,0,2233383002240,720858514868670464,1103806599184,0",46,
"72233584886939905,72339756478892545,357341280079882,1088,180214629388256256,288934339547759620,76561194743234564,0,72339756478889984,282577173745674,4112,0",47,
"4971974075858551109,72339756478889985,720858517553025034,2305843009213698064,2181038088,288934339545138180,289359025915570180,0,8320,720858514868670464,1103817084944,0",48,
"2954361442796568901,47850746352238593,186916977418240,2305843009213696672,2181038088,-6341068232387984220,191402984876277762,0,8320,43980465274880,292057777216,0",49,
"4971974075858551109,72339756478889985,720858517553025034,4112,35734128035840,288934339545138180,289359025915570180,0,136314880,720858514868670464,1103817084944,0",50,
"-6196953007536471739,47850746219069440,186916977418240,2305843009213696672,10995116277768,-6341068092801547608,191402984876277762,0,11258999068426240,74766790967296,292057777216,0",51,
