Content,Index,Difficulty
"360288336604038485,4611709468948829189,1459166370871640405,-6917529027641081855,281752136319016,24013333955870720,75935022142720,0,8704,1441717035103944704,20979744,0",24,
"6124895859638273365,288517693358735365,4683743635286528085,0,375208344376320,2882304459449307140,570425354,0,8830536679552,4683743629913620480,0,0",25,
"360640158850090325,4611691860657705989,4701758102578397525,1,360641188301378560,5981343260348420,35321811194368,0,288511851128455296,1441151886127267860,134742016,0",26,
"6124895859638273365,4611691860657700869,1459166353423335765,-6917529027641081855,375208342978600,146028892164,75935022076160,288230376151711744,288514187590631425,0,289669120,0",27,
"6124895859638273365,288517693358735365,6126022498015252565,0,375208344376320,2594074631979667460,5501857300498,0,288511852559728640,1276533004046336,16400,0",28,
"6124895859638273365,4611709468948824069,6124895584827474261,-6917529027641081856,2927339768696012840,24013333950627840,23364622439680,0,4466766029440,1441717029735235584,89128960,0",29,
"6052838265600345169,384213344641351681,-6737385008051978240,0,93458489492480,4611686716359574864,35321811042305,0,38280596916535296,557056,0,0",30,
"288582564812162389,361696720810152961,1441151903575572500,-9223372036854775808,37383395870728,1407926792094736,5497558159360,0,0,1441151886127267840,20971520,0",31,
"-8502795921992449398,4611709468948824066,6124895584827474261,0,178670640179200,2314885538869411840,23364622221826,0,681574400,-9187193706254434304,584115552256,0",32,
"174483047050,4611709468948911424,4683743704068915541,0,665600,2323874999998676992,570687746,0,16640,18014398512144384,2177,0",33,
"366414398805,4611709468948911424,6142909983336956225,-6917529027641081855,10905190440,9042529655720488,79783312819456,0,41600,-9187343239835254784,268697600,0",34,
"6124895859638273365,4707387511940317189,18102428227682560,2305843009213693953,375208343060512,5764607888106460500,70437799461125,0,182958734945812480,9126805504,268698880,0",35,
"6124895859638272340,4611703628149817349,6142909983336956245,1,375208343117824,18031990695527760,93802086094080,0,38289427428016128,18014398509481984,357826561,0",36,
"5764607889448633685,4611709468948906304,1459166370871640405,-6917529027641081855,10905190440,24013334034841600,75935022142720,288230376151711744,272629761,2467972682033922048,289669121,0",37,
"6124895859638273365,4634226092780027909,4701846058140238080,-9223372036854775807,612630838848784392,4629718095022260224,88304863412481,0,4466766004480,18102359439704064,268698881,0",38,
"6124895859638273105,384213344641351685,-9187343196215050240,0,2314872207324561408,11434920971468800,1090519040,0,-9223363206318129152,43620761728,0,0",39,
"6124895838163436545,4611703628149817349,6142909914550370645,1,2314850217091923968,2882303761517117984,731834940018130954,0,8830452760576,4683743612465315840,584115552256,0",40,
"6052838265600345429,4611708094643241025,4701758102578397525,1,612489549323785216,2882304313420414976,88304527605770,0,41600,4683743612465315840,2207613190144,0",41,
"6124895859638273025,384213344641351685,-6737384998925500416,0,319133251011584,2393089205340712,44667659878400,0,1074790400,65,1116691496960,0",42,
"288230742566110549,4611709468948829185,6124895584827474261,-6917529027641081856,10905190440,2882304313425657856,5499714011146,0,16640,565148976676864,8224,0",43,
"6124895859638273365,361696720810147845,6126022498015252500,-6917529027641081856,2314872207324479528,289639130793508864,5501857320976,0,8830452793472,1442278880177029120,20987920,0",44,
"360640158851400965,288517693358740485,6126022498015252565,0,360641188301251584,294212819997429764,5501857320976,0,288511852203212800,1441717035108143124,20987920,0",45,
"6124895859638273105,4707387511940317189,4701846058140238080,1,375208344110080,4611686164456281428,88304863412481,0,384213344368721920,557056,268698880,0",46,
"6124895859638273365,361696720537518085,6142909983336955924,1,375208344376320,2393637887414276,93802085765120,0,11166915011200,4198400,2207634161664,0",47,
"6124895584491930965,288511852559728645,-6737384998925500382,2305843009213693952,93458488442912,1100585375060,17867063986176,0,-9185091439938240512,128,0,0",48,
"360640089056871685,288513226865382405,1441151903579770965,2305843009213693952,612771299177005088,2882304862111404036,570425354,0,288511851128422400,4683743612469514274,0,0",49,
"4508034181104266,4611709468948911424,6142909983336956245,4611686018427387905,4616189618054758416,2323875146005283360,93802085876226,0,4611686018427387904,149602368520448,584250294272,0",50,
"6124895859638273365,4611690486352052229,4701758102578397525,1,375208343644160,4573968371552580,35322381599232,0,22526828732219392,0,134742016,0",51,
"6124895859638273365,4611687394164342789,4701758102578397525,-6917529027641081855,178670639513640,1407374883558420,88304527955200,288230376151711744,-9223367570088787967,1441151880758558848,336855040,0",52,
"1495610960119125,4611709468948911424,1459166370871640405,-6917529027641081855,37383395344424,24013334017802784,75935022142720,288230376151711744,38280596832649217,6142909960519942144,289669121,0",53,
"360288336604038145,288513226865382405,1441151903579770965,0,2314850219373625344,2882303761559715840,570425354,0,272629760,4683743612466380800,0,0",54,
"6052838244125508949,4611686019858694145,6142909983336956245,-6917529027641081855,8623489064,1360,79783312656896,0,32896,34,4160,0",55,
"5836665483486561621,288511852559728644,6142909914554568789,2305843009213693953,303740087312416,2305843009247379776,731834940018262530,0,22517998136852480,0,584115556416,0",56,
"72057960452326741,5842230334724,1441151903575572565,2305843009213693952,8623570976,2305843155242584616,570425346,0,32896,149533581377601,2176,0",57,
"5764607889448633685,4611709468948906304,6124895584827474261,2305843009213693952,21998856126496,9042529689403392,23364622439680,0,83918976,34493956096,35659808,0",58,
"6124895859638273365,4611709468948824069,6142909983336956225,1,375208344376320,697932185600,44667660009984,0,1431306240,17448304640,134742016,0",59,
"6052837990454001744,4634221626286735425,6124895584827474241,0,2281701376,18032076628558144,9345849165056,0,0,18014398509809664,1,0",60,
"144115362558902922,4611709468948829186,4701758102578397525,4611686018427387905,4362076176,24013333955870720,88304527955200,0,16640,714682558054400,336855040,0",61,
"6124895859638273365,384213344368721925,6142909960521334784,-6917529027641081855,2314850219373625384,11434920928870720,153192824794286080,0,8830452802176,285873023221760,0,0",62,
"6124895838163436885,4611709468948824069,6142909983336956245,-6917529027641081855,2927339766414311464,20424527997566976,93802086094080,288230376151711744,73183493944770561,2467972595799031808,357826561,0",63,
"6124895859638273365,4611708094643175429,6124895584827474261,0,178670640911360,9042383626830144,23364622439680,0,681574400,-9187343239835811840,35651584,0",64,
"5770259034296893520,4634226092780110144,4683743698700534081,0,5787147532962447360,4634292063478022464,17867064280321,0,4634226092780027904,4701846040692162816,68157441,0",65,
"73553205003617281,4611709468948845828,6124895584827474261,0,1531505628865889280,24013333972910080,23364622439680,0,5842230312960,-6737385019729248222,89128960,0",66,
"1495610960119045,4611709468948911424,18014472664777045,2305843009213693953,37383395344416,2882304459449305640,70437463654410,0,38280596832649216,714682560716800,0,0",67,
"6052837990454001924,361696720810147841,1442564758574223380,0,612489551604088832,2594074083297591296,2726297618,0,2336462209024,149533581377536,2176,0",68,
"5769115611976171860,4466849956160,6142909914550370389,-9223372036854775807,4616189620336459784,4573968371548704,23364622177280,0,8704,0,584115554432,0",69,
"-8502795921992449398,4611709468948824066,4701758102578397525,4611686018427387905,1170935907478405136,2882304459449303040,578712554843406346,0,4466766004480,714682558054400,2207613200544,0",70,
"6052838265600344404,4611691859582910465,4701758102578397525,-9223372036854775807,612489560227577864,5981343255101440,88304527955200,0,272629760,2449958197289549824,336855040,0",71,
"6124895859638273285,384213344641351685,6142909897107329024,1,375208344294400,1441152578690749780,578718049675247636,0,384213344557465600,-9187343222387507200,0,0",72,
"72057960452326741,288517693358757124,1441151903579770965,-9223372036854775808,281752137368584,294212820014469124,5497558225936,0,288511852203221504,714682560716800,2176,0",73,
"6124895584491930885,384213344641351685,4683743635286528000,0,93458488627200,11434920962556224,570425344,0,22517998409482240,34493956096,0,0",74,
"366414398805,4611709468948911424,6124895567379169621,0,1397760,11434920928873000,5497558421760,0,41600,285873023221825,20971520,0",75,
"360640158851400965,4611709468948829189,4701758102578397525,1,360641189643555840,24013333955870720,88304527955200,0,8830595399808,-9187193706254434284,134744192,0",76,
"360640158851400965,23450521441285,6142909983336955989,1,360641189643555840,2305843707145879552,153157709712064514,0,1375736954880,17448304640,1116691499136,0",77,
