Content,Index,Difficulty
"360288319155737877,-9223369282701744108,-6160924107035639126,-6917529027641081854,282574488338592,2814749777612820,89335320089600,288230376151711744,289356276058554372,10737418240,2233383002240,0",30,
"-6196952354433006936,4803089005453246474,4989988749313049600,5,750416686653440,292057785416,370879016993024,0,22333829956608,1114112,2234456997888,0",31,
"-6196952354433004886,4803089004907986954,18762341364171776,4,638266502719488,-6917528855842381176,281546549362954,0,577023704406443008,175921861099520,1074008320,0",32,
"75049365456687105,1153214666190662160,-6196952904054603606,0,3063573932809389056,11967085675036676,46729244354560,0,1153214666190618624,-6196953041610993494,178257920,0",33,
"-6894988996305157984,4611774065425056064,4989988749313049925,5,4634248014276493312,90159953813504641,370879017325824,0,4656739675774386176,90072336480339201,1414791173,0",34,
"72762657214043141,-9223325135811859952,-9043227868552756566,2,721702117853631488,5764608918898606080,1157425109686812692,0,2748779200640,1429365116108800,4415226388608,0",35,
"-6196952354433006936,768426689282703370,4989988731060092928,5,1225542602917412881,-9205287097735053312,2893562769183866882,0,4672924435456,175990848356352,8804682956800,0",36,
"1448746161429,-9223325135811728768,-9043227868552756566,2305843009213693954,34393571456,22869841942937600,176609055805952,0,131200,4899916429475708928,537395200,0",37,
"360993033365754885,-9223369283779680236,-6160924107035639126,2305843009213693954,721984692336722048,1155736254384455684,89335319826448,0,1153205728362627072,10737418280,71303168,0",38,
"72762657211421973,-9223325135811859952,2918332741743280810,-9223372036854775806,721702115168224288,48026667945820160,151870044285440,0,4296015872,4935945209851674664,579338242,0",39,
"1448746161429,46901043047040,-6160924107035639638,2,5526528,11962686689116160,187604171663360,0,164480,299067168079872,5583457489152,0",40,
"72762657211421973,-9223325135811859952,-6196952904054603094,-6917529027641081856,720575974772572320,48026667945820160,46729244879360,288230376151711744,4,-6160924271989227480,178257922,0",41,
"75049365448168453,1442562008717240848,-6160924244592029656,2305843009213693954,3063573924081041536,291049525049573380,46729244221504,0,1153205728362627072,2886808471410315304,41943040,0",42,
"72762657214043141,-9223325135811859952,2918332741743280810,2305843009213693954,720575977456926848,4647750291876216832,140876068422660,0,2748779200640,299067162755072,8320,0",43,
"75049365445547285,-9223325135811859952,-6196952904054603094,-9223372036854775808,1226105273433719840,22869841875566592,18691698004992,0,4296015872,571746046443588,8320,0",44,
"75049365445547285,1153214666190662160,2918332741743280298,-6917529027641081854,1226105273429524640,11967085648297988,151870043760640,288230376151711744,1153202979583557636,299067179536452,4352,0",45,
"-6773413106736428374,4803089005453246472,4989988749313049600,5,607480177141760,730144449160,2308113509323374592,0,622059700680147968,655360,8804682956800,0",46,
"-6196952354433004886,768426688737443850,4989988749313048576,5,750416688752640,2372969439880,176609055211520,0,22333830022400,9052160,4415226380288,0",47,
"-6323049296245552470,4803159389227974722,4989988731059438592,4611686018427387909,4690516604092497,72075916636916385,352187319320832,576460752303423488,4688247212092686338,18014673455612928,1074003972,0",48,
"72059042784089365,1153214666190662160,-6196952904054603606,0,1126174790276096,11967085675036676,46729244354560,0,1153202979583722112,-6196953068991410176,178257920,0",49,
"1513210923542648085,-9223360350247714795,-9043227868552756566,-6917529027641081854,-6872492988249931616,11962686510202880,70643622417408,0,17660905586944,299067162755072,8320,0",50,
"705063173494037,-9223325135811728768,-6160924141932248406,2,720575940384527360,1152922900471222288,151870043627536,0,131200,34896609280,41943040,0",51,
"-6196952354433004886,4803159388682453002,4989988749313049600,4611686018427387909,5854679532828786752,76860260828053504,370879016993024,0,17660905586944,18014398509481984,2234456997892,0",52,
"360289418935801109,-9223325135811893228,-9043227868552756566,2,1408749278614528,48026667911741440,176609055910400,0,5373952000,4901046703269871616,4415226396736,0",53,
"72059042784089365,-9223325135811859952,-6196952904054603094,0,1126174790276096,4647750291876217920,306244775802569220,0,4296049152,36327864182833152,1168231108866,0",54,
"-6196952354433004886,577023705119457290,4989988749313048644,5,750416688752640,2201170750120,2308130551753674752,0,768426687665799168,8396800,8804682956800,0",55,
"-6341067542508860918,4611756405064728642,4989988749313049925,4611686018427387909,74784037666880,72075186492476064,370879016602112,0,76561193665364224,274945015808,269484032,0",56,
"1513210923542643988,1442562009795133461,-6192448342471995352,0,706436222177280,38878731158167560,46746428284928,0,17660905554432,2882303761517117440,41943040,0",57,
"-6196952354433004886,577023705119457290,4989988749313048644,5,357341280358400,2201170744400,2893562771364904960,0,8933532008960,130,72339069284122624,0",58,
"-6196952354433006936,4803089005453246474,90248189355656192,5,750416686653440,-6917528297496632248,281544368324874,0,76578854856032256,4899916412832710656,1074003968,0",59,
"72059042784089365,-9223325135811859952,-9043227868552756566,2,1126174790276096,48026667945820160,176609055910400,0,164480,45634027520,4415226401088,0",60,
"-6196952354433004886,4611686021290000394,90072354733950277,4611686018427387909,563504272638033,2882303761517128360,140877108346920,576460752303423488,577023702256844802,72057594037928004,1,0",61,
"-6323049296178429272,4803159389227974722,18762341363516416,4,4503672927027217,2377918925850610337,281545878274312,0,4611756404351452160,18586419503727616,1074012292,0",62,
"-6917528294812284246,4656810061698761024,18190664303510785,4611686018427387908,43997712367680,-9133211911242579328,281544368588034,0,45035996273738240,36205062812991488,1074006530,0",63,
"-6341067542508860758,4656792400793174082,4989988749313049857,4611686018427387909,43997712252992,72075358291165824,370879017256192,0,45035996441542912,18014673455153152,2233920389124,0",64,
"2991771418759169,-9223325135811728768,-6196952904054603094,0,3062447751179535360,48026668080168960,18691698371072,0,4672924418048,183207198890,20800,0",65,
"360993033363133717,1442562009795143700,2883434070228881448,-9223372036854775808,721139440090613792,2820252704460820,10995116843520,0,577023704406425600,2882303772262932520,41943040,0",66,
"-6323049296245554520,4656810061698695234,90248258341438721,5,4578366418755584,-8646911112484158847,352187989360674,0,4611686018427405312,175921861100544,8804682959360,0",67,
"-6196952354433004886,768426689282703370,4989988474368032768,4611686018427387909,357341279305792,2931315184720,89335319756800,0,365917470009065472,5324800,2233382993920,0",68,
"-6323049296178429272,4803159388682715202,90248189355656192,5,4690585341042688,76860261096555137,281543697305856,0,4656792401338171392,4917931068033598464,1074003972,0",69,
"1513210923542648085,-9223325135811903467,-6196952904054603094,0,1483516069303296,18085059311435776,46729244484608,0,5659164672,72057594037927936,41943041,0",70,
"1513210923542648085,-9223325135811903467,2918332741743280810,-6917529027641081854,-6872492988249931616,48026667901255680,151870044285440,288230376151711744,289356277136490500,36327864181719040,537399554,0",71,
"72762657214043141,1153214666190662160,-6196953041610993494,0,721702117853631488,300197461826748420,46729244354624,0,1153205728362758272,4904421139368906792,71303168,0",72,
"-6341067682095297878,4656810061698695234,90248258341438721,5,43980467374080,-9133211911309950336,352187990672642,0,45035996441477120,90248189353525248,1343490565,0",73,
"-6341067542508861278,4656792401338433602,4989988749313049857,5,74766792951808,72075186510299136,317277825402112,0,0,274945015808,32800,0",74,
"-6196952354433004886,4611686021290000394,4917931155275121989,4611686018427387908,21810380881,2882303761517128360,10779361320,0,83200,325,16448,0",75,
"72059042784089365,-9223325135811859952,2918332741743280810,-6917529027641081854,43117445280,4647749999836266496,140876068684292,288230376151711744,1077936132,36028797018963968,537399554,0",76,
"-6341067542508860918,4803159389227974722,4989988749313049600,5,186916979353600,72075916636916384,317277825138944,0,191402984708505600,18014673457283072,1074003972,0",77,
"-6196952354433004886,4656810061698433034,90248189353526529,5,750416688752640,-9133211911578451328,281544368324866,0,45035997636853760,2429920698040320,1074006528,0",78,
