Content,Index,Difficulty
"360289418935801109,-9223325135811893228,183207199402,-9223372036854775808,1126183513097248,1155737358191034368,4311814160,0,4296049152,1130308690771968,16448,0",37,
"72059042784089365,-9223325135811859952,183207199402,-6917529027641081856,43117445280,2815853591527424,698880,288230376151711744,1077936132,2882303761517117440,16448,0",38,
"360289418935801109,-9223325135811893228,183207199402,-6917529027641081856,-9214364794482589536,48026667911741440,698880,288230376151711744,35218731827204,4971973999354445824,1,0",39,
"360993033365754885,1442562009795143700,10758410280,0,721984692341969920,1443972133463019540,41040,0,577026453185495040,2887938769367879720,0,0",40,
"-6894988996321998166,4656810061698761024,343933584641,4611686018427387904,607480174346321,-9133211911578443128,1312002,576460752303423488,622059698530549762,90247914408509440,5,0",41,
"-6196952354433004886,768426689282703370,362186539008,4611686018427387904,750416686235712,2931315190440,10779361280,0,768426686705303552,11182080,269484032,0",42,
"-6894988996254874968,4611774065425056064,362186540357,0,4634248065765605393,90159953813504641,1381632,0,4656792400625139712,90072336480339201,5,0",43,
"72059042784089365,-9223360350247671280,183207199402,-6917529027641081856,43117445280,5764607523078815748,5452595220,288230376151711744,1077936132,1114112,8320,0",44,
"-6323049296178429272,4611756405064728642,362186540357,0,1229482767008677888,2882303761803444225,10779361320,0,4611756404351434752,72057594037929028,269484033,0",45,
"360993033363133717,-9223325135811893228,183207199402,0,721984689657615360,5764608626851315712,5452595220,0,5373952000,1130297953353768,8320,0",46,
"72059042784089365,1153214666190662160,45650809002,-6917529027641081856,43117445280,300197461826748420,174144,288230376151711744,1077936132,4904421139368906752,0,0",47,
"-6917528294812284246,4656810061698761024,362186540289,0,43980467906560,90160125612196480,1312000,0,45035996441542912,2253998845992960,32800,0",48,
"-6196952354433004886,4611756405064466442,362186540357,4611686018427387904,1225542598354174016,2882303761534943232,10779361320,0,0,68,41120,0",49,
"72762657211421973,-9223325135811859952,183207199402,-6917529027641081856,721702115164029088,4647749999836266496,5452595204,288230376151711744,4,0,4352,0",50,
"360993033363133717,-9223369282701744108,183207199402,0,721984689657615360,2814749777612820,332800,0,-9223372034705195008,10737418792,8320,0",51,
"72059042784089365,-9223325135811859952,183207199402,-6917529027641081856,1126183508902048,40849056012959744,698880,288230376151711744,4,18253611008,20800,0",52,
"-6196952354433004886,4803159389227712522,362186540032,4611686018427387904,4629775200974536785,72075916368413760,10779361280,576460752303423488,146366987889541122,1114112,269484032,0",53,
"-6323049296178429272,4803159389227974722,274947802112,0,4690585341042688,-6845453841130782719,1048842,0,4611761077275870208,4917931068033598464,4,0",54,
"-6323049296178429272,4656810061698695234,343933584641,0,4578435154591744,-9133211911309950335,1312002,0,4611756404636647424,90248189353526272,5,0",55,
"360993033363133717,-9223325135811893228,183207199402,-6917529027641081856,-8493788862827462496,48026667911741440,698880,0,35218731958400,-6160924279505420248,2,0",56,
"-6894988996238032736,4611774065425056064,362186540357,0,44014858567680,576462953474171528,8598456352,0,45035996441477120,2253998845337600,32800,0",57,
"-6894988996321998166,4656810061698761024,362186540289,4611686018427387904,4634247997029351505,90160125612196481,1312000,576460752303423488,4656722014701092866,90072336480994561,5,0",58,
"360289418935801109,1442562009795143700,10758410280,0,1408749278614528,1443972133463019540,41040,0,1442559255642276480,2887938769367879680,0,0",59,
"-6323049296245552470,4611756405064728642,362186540357,4611686018427387904,1229482702835548241,72075186510299137,594432,576460752303423488,4611690691351805954,274945016900,0,0",60,
"360993033363133717,1153205733736589332,183207198890,-6917529027641081856,721984689652367520,4611690417558134792,5452595204,288230376151711744,35218731827204,40,4352,0",61,
