bundle,资产路径,类型,uuid,文件
AdSubScribePopModelTrait,textures/btn_pay_price_03,cc.SpriteFrame,f2cdfaa6-89c2-4a28-92c2-68c7d56c1af2,assets\AdSubScribePopModelTrait\import\f2\f2cdfaa6-89c2-4a28-92c2-68c7d56c1af2.a9d7a.json
AdSubScribePopModelTrait,textures/btn_pay_price_03,cc.Texture2D,8b9c86d1-8628-4f38-9cb5-47c95985475a,assets\AdSubScribePopModelTrait\import\8b\8b9c86d1-8628-4f38-9cb5-47c95985475a.7871f.json
AdSubScribePopModelTrait,textures/btn_remove,cc.SpriteFrame,415c748a-82c3-4a6c-83df-c9ba967bb8af,assets\AdSubScribePopModelTrait\import\41\415c748a-82c3-4a6c-83df-c9ba967bb8af.92e4f.json
AdSubScribePopModelTrait,textures/btn_remove,cc.Texture2D,1aef2ff4-4691-4b4f-a1db-e65c5e642efb,assets\AdSubScribePopModelTrait\import\1a\1aef2ff4-4691-4b4f-a1db-e65c5e642efb.7871f.json
AdSubScribePopModelTrait,textures/img_ads,cc.SpriteFrame,1b79e5e5-935f-4a5a-af75-02e9bac14b15,assets\AdSubScribePopModelTrait\import\1b\1b79e5e5-935f-4a5a-af75-02e9bac14b15.de218.json
AdSubScribePopModelTrait,textures/img_ads,cc.Texture2D,b7d95177-d490-4339-9484-4fddcbd79dac,assets\AdSubScribePopModelTrait\import\b7\b7d95177-d490-4339-9484-4fddcbd79dac.7871f.json
AdSubScribePopModelTrait,textures/img_ads02,cc.SpriteFrame,21479c11-5727-4997-8fad-4befd4f98e1e,assets\AdSubScribePopModelTrait\import\21\21479c11-5727-4997-8fad-4befd4f98e1e.cdb3f.json
AdSubScribePopModelTrait,textures/img_ads02,cc.Texture2D,9e4065f7-e73e-4f61-9822-4978935322a2,assets\AdSubScribePopModelTrait\import\9e\9e4065f7-e73e-4f61-9822-4978935322a2.7871f.json
AdSubScribePopModelTrait,textures/img_bg,cc.SpriteFrame,46000076-9bca-44fa-adb5-f6dbad30fc00,assets\AdSubScribePopModelTrait\import\46\46000076-9bca-44fa-adb5-f6dbad30fc00.4bb4b.json
AdSubScribePopModelTrait,textures/img_bg,cc.Texture2D,c3eeceac-59f1-4ee6-812d-443f67ca2b11,assets\AdSubScribePopModelTrait\import\c3\c3eeceac-59f1-4ee6-812d-443f67ca2b11.7871f.json
AdSubScribePopModelTrait,textures/img_choose,cc.SpriteFrame,49f6fda7-d52d-4629-839a-15c90d515e85,assets\AdSubScribePopModelTrait\import\49\49f6fda7-d52d-4629-839a-15c90d515e85.9e62e.json
AdSubScribePopModelTrait,textures/img_choose,cc.Texture2D,7add5d39-8c13-4ad6-9a89-8b67d1b94d7e,assets\AdSubScribePopModelTrait\import\7a\7add5d39-8c13-4ad6-9a89-8b67d1b94d7e.7871f.json
AdSubScribePopModelTrait,textures/img_txt,cc.SpriteFrame,1476a6df-dccd-4979-a49b-b6b1564e6ddc,assets\AdSubScribePopModelTrait\import\14\1476a6df-dccd-4979-a49b-b6b1564e6ddc.ac000.json
AdSubScribePopModelTrait,textures/img_txt,cc.Texture2D,3ff8bc14-6011-440d-b5d3-da2b5deb18ae,assets\AdSubScribePopModelTrait\import\3f\3ff8bc14-6011-440d-b5d3-da2b5deb18ae.7871f.json
AddChapterUnlockProcessTrait,animations/ChapterBtnUnlockReddotAnim,cc.AnimationClip,b88931e4-56b8-4ffe-bb53-6a671be77ba1,assets\AddChapterUnlockProcessTrait\import\b8\b88931e4-56b8-4ffe-bb53-6a671be77ba1.a1f05.json
AddChapterUnlockProcessTrait,audios/unlock_ingame,cc.AudioClip,273c5c0a-f27d-4d28-80f3-d93f85f3e0a2,assets\AddChapterUnlockProcessTrait\import\27\273c5c0a-f27d-4d28-80f3-d93f85f3e0a2.0838e.json
AddChapterUnlockProcessTrait,audios/unlock_main,cc.AudioClip,8007966a-19f0-46e7-844c-27062556623a,assets\AddChapterUnlockProcessTrait\import\80\8007966a-19f0-46e7-844c-27062556623a.02403.json
AddChapterUnlockProcessTrait,audios/unlock_setting,cc.AudioClip,92cbcc45-dafa-439d-8078-2981c48dc045,assets\AddChapterUnlockProcessTrait\import\92\92cbcc45-dafa-439d-8078-2981c48dc045.f297f.json
AddChapterUnlockProcessTrait,dragonbones/gameplay_unlockSetting_ske,dragonBones.DragonBonesAsset,d4684af4-2483-4994-a8c7-31f5f4c85abb,assets\AddChapterUnlockProcessTrait\import\d4\d4684af4-2483-4994-a8c7-31f5f4c85abb.945c9.json
AddChapterUnlockProcessTrait,dragonbones/gameplay_unlockSetting_tex,cc.SpriteFrame,c0d546d5-fa56-4281-931f-33ea6bc60c93,assets\AddChapterUnlockProcessTrait\import\c0\c0d546d5-fa56-4281-931f-33ea6bc60c93.a9f53.json
AddChapterUnlockProcessTrait,dragonbones/gameplay_unlockSetting_tex,cc.Texture2D,c162cb25-1a6a-483a-a20a-f009cc2ebc78,assets\AddChapterUnlockProcessTrait\import\c1\c162cb25-1a6a-483a-a20a-f009cc2ebc78.7871f.json
AddChapterUnlockProcessTrait,dragonbones/gameplay_unlockSetting_tex,dragonBones.DragonBonesAtlasAsset,1e40c3e9-71d3-46ee-bad6-98e3e1781fa2,assets\AddChapterUnlockProcessTrait\import\1e\1e40c3e9-71d3-46ee-bad6-98e3e1781fa2.34e9b.json
AddChapterUnlockProcessTrait,dragonbones/main_unlockBtn_ske,dragonBones.DragonBonesAsset,51524ecb-c537-40c9-9b03-6c88be26b1a9,assets\AddChapterUnlockProcessTrait\import\51\51524ecb-c537-40c9-9b03-6c88be26b1a9.d79fc.json
AddChapterUnlockProcessTrait,dragonbones/main_unlockBtn_tex,cc.SpriteFrame,42932070-1668-4bee-b885-8bc6333564ed,assets\AddChapterUnlockProcessTrait\import\42\42932070-1668-4bee-b885-8bc6333564ed.c5081.json
AddChapterUnlockProcessTrait,dragonbones/main_unlockBtn_tex,cc.Texture2D,be25e6b3-df54-4778-ac47-cb9f6cdb4ccf,assets\AddChapterUnlockProcessTrait\import\be\be25e6b3-df54-4778-ac47-cb9f6cdb4ccf.7871f.json
AddChapterUnlockProcessTrait,dragonbones/main_unlockBtn_tex,dragonBones.DragonBonesAtlasAsset,f6ae9546-f0f0-4a6a-a588-2b81ae14b07f,assets\AddChapterUnlockProcessTrait\import\f6\f6ae9546-f0f0-4a6a-a588-2b81ae14b07f.2c24c.json
AddChapterUnlockProcessTrait,prefabs/chapterBtnUnlockAnim,cc.Prefab,e0b943ce-68ee-4f9a-b2f7-1e914bbf4447,assets\AddChapterUnlockProcessTrait\import\e0\e0b943ce-68ee-4f9a-b2f7-1e914bbf4447.de538.json
AddChapterUnlockProcessTrait,prefabs/settingUnlockAnim,cc.Prefab,2cd4c9ff-f459-4f44-8ec5-a8a44178bf04,assets\AddChapterUnlockProcessTrait\import\2c\2cd4c9ff-f459-4f44-8ec5-a8a44178bf04.396c0.json
BlockBackPlayAudioTrait,audio/s_return,cc.AudioClip,70566cf4-c408-4ed1-9857-fc1311e8021b,assets\BlockBackPlayAudioTrait\import\70\70566cf4-c408-4ed1-9857-fc1311e8021b.818bf.json
BorderGemCollectSpreadTrait,dragonbones/gameplay_gemsOut_ske,dragonBones.DragonBonesAsset,bbe64bc7-be3e-4e93-b6f6-3c9ec494b69d,assets\BorderGemCollectSpreadTrait\import\bb\bbe64bc7-be3e-4e93-b6f6-3c9ec494b69d.d1597.json
BorderGemCollectSpreadTrait,dragonbones/gameplay_gemsOut_tex,cc.SpriteFrame,d98e3e51-8887-493c-8147-c312ec5d3454,assets\BorderGemCollectSpreadTrait\import\d9\d98e3e51-8887-493c-8147-c312ec5d3454.4fca3.json
BorderGemCollectSpreadTrait,dragonbones/gameplay_gemsOut_tex,cc.Texture2D,beb6826c-0eb5-444e-bebc-52d676b93fd1,assets\BorderGemCollectSpreadTrait\import\be\beb6826c-0eb5-444e-bebc-52d676b93fd1.7871f.json
BorderGemCollectSpreadTrait,dragonbones/gameplay_gemsOut_tex,dragonBones.DragonBonesAtlasAsset,baac28d3-2f55-43e7-9032-8f900a7ae665,assets\BorderGemCollectSpreadTrait\import\ba\baac28d3-2f55-43e7-9032-8f900a7ae665.595e4.json
BorderGemCollectSpreadTrait,prefabs/BorderGemCollectSpread,cc.Prefab,3e4c3800-9b98-4748-8d5e-1815650d0386,assets\BorderGemCollectSpreadTrait\import\3e\3e4c3800-9b98-4748-8d5e-1815650d0386.2d3cf.json
BrandVisionDesignTrait,audios/man_dichen,cc.AudioClip,a5e4a142-ff27-4aeb-9658-b35ebbb539e3,assets\BrandVisionDesignTrait\import\a5\a5e4a142-ff27-4aeb-9658-b35ebbb539e3.0db79.json
BrandVisionDesignTrait,audios/man_gaokang,cc.AudioClip,559c5a40-e60e-449c-9e94-e44f6ef8a072,assets\BrandVisionDesignTrait\import\55\559c5a40-e60e-449c-9e94-e44f6ef8a072.a8053.json
BrandVisionDesignTrait,audios/man_huopo,cc.AudioClip,dd39f5e1-b09d-44e8-b665-594740470512,assets\BrandVisionDesignTrait\import\dd\dd39f5e1-b09d-44e8-b665-594740470512.d5c9a.json
BrandVisionDesignTrait,audios/man_lengjing,cc.AudioClip,74e5bedb-f159-4361-90ff-0c57acf83465,assets\BrandVisionDesignTrait\import\74\74e5bedb-f159-4361-90ff-0c57acf83465.e9a64.json
BrandVisionDesignTrait,audios/woman_huopo,cc.AudioClip,d59eae4e-593d-4dcd-bf5c-47a9dd440e0d,assets\BrandVisionDesignTrait\import\d5\d59eae4e-593d-4dcd-bf5c-47a9dd440e0d.018d1.json
BrandVisionDesignTrait,audios/woman_lengjing,cc.AudioClip,3d7dc769-0e05-4c15-af61-9f15f0228cbc,assets\BrandVisionDesignTrait\import\3d\3d7dc769-0e05-4c15-af61-9f15f0228cbc.534d5.json
BrickSoundTrait,audios/brick_drop,cc.AudioClip,4d72f8fc-b88e-47b2-9896-b29a94a45966,assets\BrickSoundTrait\import\4d\4d72f8fc-b88e-47b2-9896-b29a94a45966.47ce0.json
BrickSoundTrait,audios/brick_streak,cc.AudioClip,f13469e1-1c8d-4262-bad4-f558b0a5724e,assets\BrickSoundTrait\import\f1\f13469e1-1c8d-4262-bad4-f558b0a5724e.6eb12.json
BrickSoundTrait,audios/brick_touch,cc.AudioClip,6ccde367-2a08-46b5-b263-9649af952df2,assets\BrickSoundTrait\import\6c\6ccde367-2a08-46b5-b263-9649af952df2.66585.json
ChangeBlockSizeByProducerTrait,dragonbones/gameplay_gemBlock_ske,dragonBones.DragonBonesAsset,55b6c87a-1ce8-4137-9f07-9c5e3b48bd67,assets\ChangeBlockSizeByProducerTrait\import\55\55b6c87a-1ce8-4137-9f07-9c5e3b48bd67.3d70a.json
ChangeBlockSizeByProducerTrait,dragonbones/gameplay_gemBlock_tex,cc.SpriteFrame,2f2f8bb9-8212-4580-9a67-677932a32f8c,assets\ChangeBlockSizeByProducerTrait\import\2f\2f2f8bb9-8212-4580-9a67-677932a32f8c.4d937.json
ChangeBlockSizeByProducerTrait,dragonbones/gameplay_gemBlock_tex,cc.Texture2D,da28d38a-c560-4d12-89d3-7cec0d08af7f,assets\ChangeBlockSizeByProducerTrait\import\da\da28d38a-c560-4d12-89d3-7cec0d08af7f.7871f.json
ChangeBlockSizeByProducerTrait,dragonbones/gameplay_gemBlock_tex,dragonBones.DragonBonesAtlasAsset,58591e00-8804-4921-80fb-a1f78ccd7f71,assets\ChangeBlockSizeByProducerTrait\import\58\58591e00-8804-4921-80fb-a1f78ccd7f71.be848.json
ChangeBlockSizeByProducerTrait,prefabs/ChapterChangeBlockSizeByProducerAnim,cc.Prefab,04f67137-7532-4c3f-a63a-ebbf107a44df,assets\ChangeBlockSizeByProducerTrait\import\04\04f67137-7532-4c3f-a63a-ebbf107a44df.61914.json
ChangeBlockSizeByProducerTrait,prefabs/ChapterChangeBlockSizeByProducerUI,cc.Prefab,bf7219b8-b2f8-42cd-9fc2-2ee8109fa4eb,assets\ChangeBlockSizeByProducerTrait\import\bf\bf7219b8-b2f8-42cd-9fc2-2ee8109fa4eb.74340.json
ChangeBlockSizeByProducerTrait,textures/Gems101,cc.SpriteFrame,ebc9525d-9621-43c1-82a2-88b961fe0dfb,assets\ChangeBlockSizeByProducerTrait\import\eb\ebc9525d-9621-43c1-82a2-88b961fe0dfb.5878a.json
ChangeBlockSizeByProducerTrait,textures/Gems101,cc.Texture2D,7e056c4e-f3f5-488f-9d6d-6396abb410ea,assets\ChangeBlockSizeByProducerTrait\import\7e\7e056c4e-f3f5-488f-9d6d-6396abb410ea.7871f.json
ChangeBlockSizeByProducerTrait,textures/Gems102,cc.SpriteFrame,eacf92d9-8a40-4f40-b089-f984248e307e,assets\ChangeBlockSizeByProducerTrait\import\ea\eacf92d9-8a40-4f40-b089-f984248e307e.39a5f.json
ChangeBlockSizeByProducerTrait,textures/Gems102,cc.Texture2D,4951dea9-74d2-4a5b-bbc3-b7e89160ccb6,assets\ChangeBlockSizeByProducerTrait\import\49\4951dea9-74d2-4a5b-bbc3-b7e89160ccb6.7871f.json
ChangeBlockSizeByProducerTrait,textures/Gems103,cc.SpriteFrame,3da9ccfb-ee12-4508-9c29-dfabbaec0bd1,assets\ChangeBlockSizeByProducerTrait\import\3d\3da9ccfb-ee12-4508-9c29-dfabbaec0bd1.5b428.json
ChangeBlockSizeByProducerTrait,textures/Gems103,cc.Texture2D,58b6eb6a-40ec-420b-a4a0-b6060ab10509,assets\ChangeBlockSizeByProducerTrait\import\58\58b6eb6a-40ec-420b-a4a0-b6060ab10509.7871f.json
ChangeBlockSizeByProducerTrait,textures/Gems104,cc.SpriteFrame,de1256cb-2ead-48f1-be9e-67d82dbefde3,assets\ChangeBlockSizeByProducerTrait\import\de\de1256cb-2ead-48f1-be9e-67d82dbefde3.1c334.json
ChangeBlockSizeByProducerTrait,textures/Gems104,cc.Texture2D,2b82c303-d9a0-4902-a516-9aef0c461466,assets\ChangeBlockSizeByProducerTrait\import\2b\2b82c303-d9a0-4902-a516-9aef0c461466.7871f.json
ChangeBlockSizeByProducerTrait,textures/Gems105,cc.SpriteFrame,94866fca-526a-4079-ba99-14f28eb4cad4,assets\ChangeBlockSizeByProducerTrait\import\94\94866fca-526a-4079-ba99-14f28eb4cad4.7e5e9.json
ChangeBlockSizeByProducerTrait,textures/Gems105,cc.Texture2D,6431bceb-63fa-4fd6-80d5-4db489220a94,assets\ChangeBlockSizeByProducerTrait\import\64\6431bceb-63fa-4fd6-80d5-4db489220a94.7871f.json
ChangeBlockSizeByProducerTrait,textures/Gems106,cc.SpriteFrame,25b191dc-0f8a-4b13-9dea-48e38f76abc1,assets\ChangeBlockSizeByProducerTrait\import\25\25b191dc-0f8a-4b13-9dea-48e38f76abc1.e989b.json
ChangeBlockSizeByProducerTrait,textures/Gems106,cc.Texture2D,08a61130-9d54-4ce3-835f-9a9c58bf2c1d,assets\ChangeBlockSizeByProducerTrait\import\08\08a61130-9d54-4ce3-835f-9a9c58bf2c1d.7871f.json
ChangeMoreGamesDoubleColTrait,prefabs/GLHallMoreGamesPopupColItem,cc.Prefab,c36b1fb4-1f24-4e3b-ac54-75e414e1a59e,assets\ChangeMoreGamesDoubleColTrait\import\c3\c36b1fb4-1f24-4e3b-ac54-75e414e1a59e.869c4.json
ChangeMoreGamesDoubleColTrait,prefabs/GLHallMoreGamesPopupContent,cc.Prefab,2dea7a50-8aaa-4cb4-9760-4fcd7b601abc,assets\ChangeMoreGamesDoubleColTrait\import\2d\2dea7a50-8aaa-4cb4-9760-4fcd7b601abc.0dd51.json
ChangeMoreGamesDoubleColTrait,textures/gameplay_bg_banzi,cc.SpriteFrame,4fc6d04c-5a2d-4abd-95e9-c15bb4280765,assets\ChangeMoreGamesDoubleColTrait\import\4f\4fc6d04c-5a2d-4abd-95e9-c15bb4280765.174ac.json
ChangeMoreGamesDoubleColTrait,textures/gameplay_bg_banzi,cc.Texture2D,863fac96-e6fa-474d-96ff-36fec8a295bb,assets\ChangeMoreGamesDoubleColTrait\import\86\863fac96-e6fa-474d-96ff-36fec8a295bb.7871f.json
