Content,Index,Difficulty
"-6196952354433006936,768426689282703370,5252367065452544,8804682997920,750416686653440,4629771077738832968,585467969883078660,33587200,76578854738591744,299067163869184,4352,0",51,
"-6773413657029115744,768426689282703368,3001666755010560,23179938582864,43980465274880,4787275792654344,306315419424392192,38043648,167772160,18262007808,2233382993920,17",52,
"-6196952494019442686,1344605966609416202,5934064277213184,22011707478352,607480176445440,2594074115509856936,6076481819866300488,83968000,2149580800,18253611333,2305862839077773456,128",53,
"1513209823762584853,1487595257457541141,747667918069760,-6917517989575120256,-6872493022643224416,-8070444857522388992,765611939505111058,288230376160231424,8933531975684,1306219813797888,-9223369116277011968,32",54,
"-6196952397382678526,191473370800324618,3001666755010560,11725260761760,706436222945280,4785074604083872,3073706754278756352,44728320,146366990039121920,4899916394579099648,91479367430963200,1331200",55,
"-6341068232387984728,768426689282703362,5934064266289152,23179938582864,43980465111057,-6341065344022477760,176609055211562,550297143298,0,3001666744942592,4415226380288,2099200",56,
"-6629297232807981055,1344605969288527876,5810918974443520,22698902227472,326554957644800,-8935141488770022784,4792955925595947074,69746688,45035996273704960,175921861099520,1152939788282694160,266",57,
"360289069969708037,1487595257574981652,5934064276754432,23179938582864,1126174788944896,-7782214653169348588,176609055211602,689879124490,1153202983879573504,5634997113344000,180847672536596480,2631680",58,
"-6341067542508860758,4656810061698695234,90247983396422913,4611686706696161797,1224979115892031552,-9133211911309950976,2488238794793550850,2621440,65792,2429920697384960,687194769920,10",59,
"1513210923542648085,768426692079255573,2429920708567040,2920577763840,1483516068504576,-6341066879473265580,180143994364231722,2621440,723390694987661312,571746048573440,687194802720,10",60,
"-6557239608705280747,622059701393162260,3001666755010560,8804682997920,1408749278614528,-8646908911581912440,11450449954,1028,35218731991680,2429920706437120,35360,0",61,
"-6196952354433004886,191402984876277770,747667909672960,20517058849424,638266502023185,4611686310485165120,765611939505111044,78266368,76561195814879232,299067163869184,-9223369116277010176,42",62,
"1513210923542648085,768426687133122581,3001666755010560,8804682997920,1483516066408448,22869841857741888,2893562772035993600,33587200,76596412942385152,571746046443520,2305854047279644672,128",63,
"1513209823762584853,768426689114931221,3001666755010560,-6917528340446270816,-6872493022643224416,-6341065515821170688,3073706757130813482,288230376154333184,8933531975684,1130297953353728,11725260738880,10",64,
"-6196952354433005566,768426689282703370,3001666746613760,23179938517312,750416688056320,-6917527923816656880,1463669881747537930,21299200,289360951132553216,4210688,4611687186658496768,81",65,
"-6196952904725691736,768426689282703370,5934064264617984,5583457571152,186916977000448,5188148046336103504,585608827626324004,21299200,4672924418048,4210688,-9223372036854771456,32",66,
"-6196952354433005566,4803089005453246474,18586419503727616,2921651776132,4629744397404080128,-6917528297496640896,585749497436438794,11145217,45035996273704960,4899916394579755008,-8935069057501888512,32",67,
"720576630258404010,768426689282703370,90248258341437440,688538257925,282574489391121,-9223369105539592176,2488238803391610882,36208640,289356277136490496,18257821696,2305852501091420672,138",68,
"-6196952904725692256,768426689282703370,5934064260431872,23179938582864,186916976885760,5764610454349425320,2308130543155281940,42106880,191402984331018240,571746057625600,2305843009213693952,128",69,
"-6323049296245552470,4803159389227974722,3001666746614784,4611686705622166144,4690516604256320,-6845453111004165471,89335319756810,272,4803089002758406144,747942854689792,2233382993920,0",70,
"-6196952354433004886,191402984876277770,1306219824979968,4611691120848620112,326554953449553,-6917528297496638816,1337569094311870474,576460752322887680,2,299067162755140,4611691120848538112,74",71,
"-6629298468953257302,1487595257457541124,5810918974443520,4611691601884891712,43980465274944,-7782217783126781296,1337569111495934034,16842752,45035996441477120,2429920698040320,4611691120848570912,64",72,
"-6196952904725689846,768426689282703370,747667909672960,4611709198365968976,74766790688832,-6917526096325893048,180143987946946570,689879123970,76561193665298432,747667916398592,687194778240,2099200",73,
"-6196952494019442526,768426689282703370,18190664303509504,2921651776132,5854679515583907840,22869841942937600,180143994364231680,11145217,146366987889541120,34896609280,687194767360,10",74,
"-6196952354433007096,768426687133122570,3001666755010560,18764712202576,5854679537392025600,5764607523052060672,1463669890345861140,71581696,146366988434800640,-9079256848778919936,36591747313172480,0",75,
"-6323049296178429272,768426687133384770,3001666755010560,2920577769600,4578435154591744,576461482447866529,89335319826464,8519680,76631579874557952,1114112,71303168,0",76,
"-6196951638515641067,768426689282703370,3001666746613760,-6917517989575122816,5854679558699090080,22869841942937600,585467954410291200,8519680,17660905685632,87241523525,-9223372036783472640,32",77,
"720577389125440789,768426689114931210,2825744894566400,2920577804960,282574493864960,-6341065515821166576,2893562764897288234,11141120,289356276058718848,4902170393420251136,-9223367621628379072,32",78,
"-6196952904725689686,1487595254778429450,5934064276099072,4611708030134861904,186916976722001,1441154253728000680,5770237044064256080,576460752387391488,4672924418050,2253998845992960,144255925564293200,2099200",79,
"-6269009262618344284,1344605968755851282,5934064276754432,17596481081616,44014858567680,-8935136531438351708,4612847669646196802,67125248,45035996441477120,4680621019009024,1152939101087924240,256",80,
"720576630258401800,768426689282703370,5934064276754432,23179938582864,706436221378560,22869841857751080,2308130551753605120,139620024840,289356276603813888,571746046443520,72339069014638592,1052672",81,
"-6341067585458533878,768426689282703362,5252367057068032,4611688939005225616,17246978112,-6341065344022476128,5378423857839341610,4456448,65792,1429365116108868,1168231115392,17",82,
"-6196952354433005046,45035999136317450,5934064257892352,23179938582864,750416688588800,-9223371865056073048,2308130543155281922,42106880,334392273410195456,175921861099520,2305843009213693952,128",83,
"1513210923542646785,1344605969288527893,3001666755010560,687194811040,706436225041408,-6917524456722128888,3073706757130813450,2621440,577023702256844800,175921860444160,11725260728960,10",84,
"-6196952354433007096,768426689282703370,2553066008748032,23179938582864,5854679537392025600,-8646910180726931456,2614339592286896162,88424448,22333829939200,68,8804682989600,2631680",85,
"1513210923542648085,768426691429138453,2825744894566400,2305854047279677472,1483516064055424,-6341067545193200572,2308094819806740522,33587200,76596412682338304,299067163869184,2305851813896691872,128",86,
"-6341068092801547608,768426689282703362,5252367065452544,11038066027152,1224979103208177681,4611688949742567424,5378423875023405060,8519680,4672924435456,87241523200,-9223351519795998464,32",87,
"144115738368543402,768426689282703368,5934064276754432,4611709198365970768,563499709235281,-8646908353236164600,2614339592286896162,576460752391847936,577023702256844802,2429920705781760,2305851813896683552,145",88,
