Content,Index,Difficulty
"6052838265600345429,384213343566561281,87960931614720,2305843009213693952,37392018972704,11434920928870944,34816,0,38280596975288448,285873023221760,0,0,146028888064,0,0,0",32,
"6124895859638272340,311029850696581125,1412872447283200,-9223372036854775808,163277476724744,4899917581063820628,2155872273,0,167196136166129664,1214960353218560,0,0,4611686018427387904,4634705921,0,0",33,
"6124895859638273365,384213344641351685,373833959034880,-6917529027641081856,178670639513640,5188148236388406612,1426063369,288230376151711744,182958734861926401,653109909561344,1280,0,1152921504606846976,90071994703282180,0,0",34,
"6124895859638273285,384213343566561285,1126999424061440,2305843009213693952,2927339768696012832,578853289614376960,4299196424,0,11166915002496,2449958206416355362,0,0,2392537335726080,9345848870912,0,0",35,
"6124895859638273285,384213344641351685,1412872447283200,2305843009213693952,375208342978592,9042469526181204,35321811208704,0,-9185082609569366016,-9187343239835484032,134742016,0,4573968371548160,0,514,0",36,
"5836665483486561621,384213344641351684,1500833377505280,0,303740088570880,1465657594180,44667660044800,0,311029850423951360,4526080,170393600,0,4899917581063815168,17,4259840,0",37,
"6124895859638273365,384213344641351685,1412872447283200,0,163277478122496,6052839364843541844,5389680661,0,-9223372036770856832,43620761762,20560,0,0,66560,514,0",38,
"6124895789845054805,384213344641351685,373833954836480,0,303740088304640,5764608988691830100,1426063365,0,311029850423951360,9131003904,5440,0,288231562636427264,16,136,0",39,
"6052837990454001924,384213344641351681,87960931614720,0,612489551604088832,2393637896323072,34816,0,2336462209024,2449958206416355362,0,0,2392537302040576,9345848870912,0,0",40,
"5836665208340218196,95701493512929284,285873028485120,-9223372036854775808,2281701384,1152921869679071556,1090519044,0,8704,285873023549440,4160,0,0,292733975779082240,0,0",41,
"6124895584491930965,384213344641351685,285873024614400,2305843009213693952,93458488500256,5764608988691830100,1090519045,0,-9223369700392566784,2449958240910311586,0,0,2392537302040576,9345849002496,0,0",42,
"6124895859638273285,4707405120231440389,88047165440256,0,375208344294400,4611686656230032720,335806721,0,1347420160,87960930222114,1280,0,33685504,90071992547409920,0,0",43,
"6124895789845053780,384213344641351685,1500833377505280,-9223372036854775808,303740087173128,6052839364843541844,5725224981,0,311029849265274880,-6737385042540670976,170393600,0,4611686018427387904,131585,650,0",44,
"6124895859638272340,384213344641351685,87960930549760,0,375208343326720,4611687484084983124,335544321,0,-9223372036498259968,43620761762,1280,0,8912896,66560,0,0",45,
"6124895859638273105,361695346504499205,1500833377505280,0,375208344110080,576462132061672788,5725224968,0,384213344368721920,565148981940224,35659808,0,578854390190833664,578712554272981000,0,0",46,
"5836665483486561281,384213344641351684,1500833377505280,0,303740088222720,6052839364843540804,2726297621,0,311029850340065280,1500833376440320,10400,0,4899917495164469248,731834944082411537,0,0",47,
"6124895859638273365,311029850696581125,1412872447283200,0,375208344376320,4899917581063820628,5389680657,0,-9223372035423469568,1214960348692642,16400,0,1152921504649445376,1154047404513689604,0,0",48,
"6124895859638272080,384213344641351685,1500833377505280,0,375208343060480,2305844474871289172,35322381599234,0,384213343293931520,149533586132992,134744192,0,2594073471264751616,153122387901022226,0,0",49,
"6124895859638272340,95701493512929285,87960931614720,0,375208343326720,365072222536,34816,0,22526828673499136,327680,0,0,4611686104326733824,1,0,0",50,
"6124895859638272340,22517998493368325,373833959034880,0,178670639652864,4611686104326734368,570556929,0,38280596975255552,87960930222080,0,0,146028888064,0,0,0",51,
"6124895859638272340,384213343566561285,1500833377505280,-9223372036854775808,178670639513608,2314885538869412384,35322381599234,0,38280596832649216,-9187193706253877248,134744192,0,2305843009213693952,292733976349507586,0,0",52,
"6124895859638273285,384213344641351685,1500833377505280,0,2314887591865095168,4620728487987249472,44667660009985,0,-9223372036854742912,-9187255244411305856,134742016,0,0,35322146718208,514,0",53,
"6124895838163436545,384213344641351685,1500833377505280,0,141287245218816,290624014039126564,9350148032528,0,0,2451085196712218624,35667984,0,0,1154047408812851200,136,0",54,
"6124895859638273365,384213344641351685,1412872446955520,0,375208343644160,1441152578690746696,5389680660,0,144680475030454272,565148978782208,20560,0,576461304206721024,578712554272981000,0,0",55,
"6124895584491930965,384213344641351685,1214960354283520,0,93458488709120,6052839364843541844,4634705941,0,-9223372036498259968,1500833371914402,17680,0,1152921504615759872,1154056750362525700,0,0",56,
"6124895859638273365,384213344641351685,1500833372979200,0,375208344376320,1152922970264442196,44667659878404,0,182958735543500800,285873028812800,1116691496960,0,1152921504623886336,1090519044,0,0",57,
"6124895859638273365,384213344641351685,1126999422668800,0,375208344376320,288231841809306964,4299161616,0,-9223360869939764608,43620761762,16400,0,4573968414146560,166400,0,0",58,
"5764607889448633685,167196136522645504,714682560716800,-6917529027641081856,21998856044584,576460838202769728,2726297608,288230376151711744,22517998136852481,327680,8224,0,4611686018427387904,1,0,0",59,
"6124895584491929940,384213344368721925,149533584039936,-9223372036854775808,2927339760072523784,2882304948001832960,570425354,0,2336462217728,4683743612465315840,0,0,8912896,0,0,0",60,
"5836665413693342036,22517999568158724,1412872447283200,-9223372036854775808,303740087173128,85899350340,35321811208704,0,311029849265274880,327680,4160,0,4611686018427387904,1,0,0",61,
"6124895584491930965,384213344641351685,1214960354283520,2305843009213693952,93458488442912,5188147408533457448,4634705929,0,73183494028656640,653109909004288,1280,0,0,90071994703282176,0,0",62,
"6124895859638273365,384213343566561285,1412872447283200,-6917529027641081856,612771301458706472,4620728487953563648,35321811173889,0,2336462217728,-9187255278905589760,134742016,0,8912896,0,514,0",63,
"5766868140415780181,22526828673532032,1500833377505280,-6917529027641081856,2314872198700990504,4611686104360419648,5725224961,288230376151711744,-9200854038717923327,87960930549888,134743296,0,4611686018427387904,90071992882954241,0,0",64,
"6124895859638273365,384213343566561285,373833959034880,0,375208344376320,5188147135803032912,1426063369,0,95701493512929280,87960931614720,1280,0,365072220160,90071992547444736,0,0",65,
"6124895859638273025,384213344641351685,1500833377505280,0,319133251011584,6052838536988595540,5725224981,0,326792449035862016,653109909331968,10400,0,1100585369600,578712554608525312,0,0",66,
"6124895859638273365,311029850696581125,1500833377505280,0,2927339757792220160,4899917581063815168,5725224977,0,73183493944812160,1214960348692480,17680,0,1040,1244119397061099520,0,0",67,
"6124895859638273365,384213344641351685,373833959034880,-6917529027641081856,2927339768696012840,6052839364843536384,1426063381,288230376151711744,11166914969601,714682558054400,2176,0,279172874240,17867063951360,0,0",68,
"6052838265600344404,95701493512929281,1412872442757120,0,93458488709120,2392537302041936,1090519040,0,95701492081631744,0,0,0,2392537302040576,0,0,0",69,
"6052837990454002004,384213343566561281,87960934748160,-9223372036854775808,612489551604088840,11434920937783296,335544320,0,2336462217728,9126805538,0,0,2392537310953472,34816,0,0",70,
"6124895859638272260,384213344641351685,373833959034880,0,2927339768696012800,6052839364843536384,1426063381,0,11166914969600,-6737384998925500416,35651584,0,279172874240,44667659878400,136,0",71,
"6124895859638273105,384213344641351685,87960934748160,0,178670640645120,4899917860236694868,335544337,0,73183493944770560,1214960354283520,1280,0,1152921504606846976,90071997182115844,0,0",72,
"6124895859638273365,384213344641351685,1126999424061440,0,375208343644160,6052839364843541844,4299161621,0,11166914986240,1500833377505280,16400,0,17039360,1154047410238914560,0,0",73,
"6124895584491929940,384213344641351685,1500833377505280,0,93458488709120,6052838597118134824,5725224981,0,2336462217728,285873024286720,21840,0,8912896,1090519040,650,0",74,
"6124895584491929940,384213344641351685,1500833377177600,0,93458488709120,1441153346416153940,5389680660,0,-9223369700392558080,565158103482530,20560,0,2392537310953472,578712552117143552,0,0",75,
"6124895859638273365,384213344368721925,1412872447283200,0,375208344376320,6052839085670666564,5389680661,0,11166915011200,-6737385042541735936,134742016,0,279172875280,292733975779082240,0,0",76,
"6124895859638273105,384213344641351685,1500833377505280,0,375208344110080,6052839364843541028,5725224981,0,326792449119748096,-9187255244411076608,134744192,0,2305844109799063552,35321811042306,514,0",77,
"6124895859638273365,384213344641351685,87960935813120,-9223372036854775808,612771301459756040,6052839364843540484,335544341,0,288514188665430528,714682562252800,1280,0,288231476745994240,17867063951376,0,0",78,
"5836665208340217936,384213344641351684,87960934748160,0,21990232637440,11434920971468800,335544320,0,83886080,285873024286720,0,0,0,1090519040,0,0",79,
"6124895514698711380,311029849349160965,373833959034880,0,2314872198701072384,4899916480478445888,1426063377,0,22517998220738560,87960930549760,1280,0,4611686104326733824,90071992882954241,0,0",80,
"6052838265600344144,384213344641351681,1412872447283200,0,612489560227577856,6052839364843536384,5389680661,0,272629760,1500833371914240,20560,0,0,1154056750362525696,0,0",81,
"6124895859638273105,384213344641351685,1126999422996480,0,319133251093504,4899917641193362772,4299161617,0,-9185091438947336192,1126999419027584,16400,0,1152921504606846976,1154047404513689604,0,0",82,
"6124895859638273365,384213344641351685,373833959034880,-6917529027641081856,375208342978600,6052839364843541844,1426063381,288230376151711744,144680474491486209,1500833374019618,5440,0,4573968371548160,90107314358452224,0,0",83,
"5836665208340219221,384213344641351684,1412872447283200,0,21990232903680,6052839364843540804,5389680661,0,22517998136861184,1500833376440320,20560,0,4611686018427387904,1446781384927477761,0,0",84,
"6124895838163436805,384213344641351685,1500833377505280,0,353218111738880,6052839364843541844,44667659878421,0,8830452793472,714682560716800,1116691496960,0,33685504,2726297600,0,0",85,
"6124895859638273365,384213344641351685,1412872446955520,0,178670640179200,1441153346416153940,5389680660,0,-9185091439340552192,1412872442249344,20560,0,1152921504623886336,1446781380292771844,0,0",86,
"5836665413693343061,384213344641351684,1500833377505280,0,303740088304640,6052839364843540804,5725224981,0,311029850423951360,653109911425024,10400,0,4899917581063815168,578712552452653073,0,0",87,
"6052837990454001744,384213344641351681,373833953771520,0,612489551604088832,2393637896323072,335544320,0,2336462209024,9126805538,0,0,2392537302040576,34816,0,0",88,
"6124895859638273365,361695346504499205,285873028485120,0,2314887591864444928,1441153260516803104,1090519060,0,38280596975255552,565148976676864,4160,0,146028888064,0,0,0",89,
"-8502795921992449398,384213343832899586,1500833377505280,0,178670640179200,6052838536988592136,5725224981,0,144678138710851584,2450523346268332032,35659808,0,576460752320462848,292733977934954504,0,0",90,
"6124895859638273365,311029850696581125,285873028485120,0,375208343586816,288231476745998340,1090519056,0,288511851751276544,1126999422668800,0,0,288230376151711744,4299161616,0,0",91,
"6124895838163436885,384213344641351685,373833959034880,0,353218111738880,6052839364843541844,570425365,0,-9223372036315807744,-6737384998925500254,0,0,0,17867064017920,0,0",92,
"6124895859638273365,384213344641351685,373833959034880,0,319133251150848,6052839145800208932,1426063381,0,326792449178468352,1276533004603392,5440,0,2594074631979663360,153122392200183826,0,0",93,
"6124895859638273365,384213343566561285,1500833377505280,0,375208344376320,2594073531394295120,5725224978,0,38289427428049024,149533581934592,18576,0,2305843155276267520,153122387901022210,0,0",94,
"360288315129202005,384213344641351685,1500833377505280,0,141287245485056,6052839364843541524,5725224981,0,144678138568245248,565158105587712,10400,0,576461304206721024,578712554272981000,0,0",95,
"6124895859638273365,384213344641351685,1412872447283200,-6917529027641081856,375208342978600,6052838597118137684,5389680661,288230376151711744,22526828589613057,285873025884160,20560,0,0,292733975779148800,0,0",96,
"360288336604038485,384213344641351685,1500833377505280,-6917529027641081856,141289525870632,6052839364843538440,5725224981,288230376151711744,144678138029277185,-9187255244411633664,134743296,0,0,90107314358452224,514,0",97,
