Content,Index,Difficulty
"6124895516040888405,23925373109534720,348160,2305843009213693952,23364622090242,6052837990454002004,1,0,-9223371452739223552,612489551604088840,0,0,598134325510144,2336462217728,0,0",20,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837935693168776,1,0,9570149297291264,37383395483648,0,0,-8646911248044130304,142606336,0,0",21,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,23925373020407936,93458488709120,0,0,598134325510144,142606336,0,0",22,
"6124895516040888405,23925373109534720,348160,0,23364622177280,598134325510484,8704,0,-9223372036765646848,612489549322387464,0,0,2228224,0,0,0",23,
"6124895516040888405,23925373109534720,348160,0,23364622125056,-8646911193283296940,0,0,23925373056057344,37383395692544,0,0,6052837935693168640,142606337,0,0",24,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454001800,1,0,9570149243813888,93458488500224,0,0,-8646911248044130304,142606336,0,0",25,
"6124895516040888405,23925373109534720,348160,0,23364622125056,6052837990454002004,1,0,9570149243813888,37383395483648,0,0,-8646911248044130304,142606336,0,0",26,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149297291264,37383395483648,0,0,-8646911248044130304,142606336,0,0",27,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,-9223371452739221376,612489551604088840,0,0,598134327738368,2336462217728,0,0",28,
"6124895516040888405,23925373109534720,348160,0,9345848923136,-8646911248044129964,0,0,9570149243813888,37383395483648,0,0,-8646911248044130304,142606336,0,0",29,
"6124895516040888405,23925373109534720,348160,0,23364622177280,-8646911248044129964,0,0,9570149297291264,37383395483648,0,0,-8646911284549124096,142606336,0,0",30,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149297291264,37383395483648,0,0,-8646911284549124096,142606336,0,0",31,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,23925373056057344,93458488709120,0,0,36507222016,2336462217728,0,0",32,
"6124895516040888405,23925373109534720,348160,0,23364622177280,598134325510484,8704,0,-9223371452739221376,612489549322387464,0,0,598134327738368,0,0,0",33,
"6124895516040888405,23925373109534720,348160,0,9345848923136,-8646911248044130168,0,0,9570149243813888,37383395483648,0,0,-8646911248044130304,142606336,0,0",34,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,-9223371452739221376,37383395344392,0,0,598134327738368,0,0,0",35,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,-9223372036765646848,612489551604088840,0,0,2228224,2336462217728,0,0",36,
"6124895516040888405,23925373109534720,348160,2305843009213693952,153122387901022210,6052837990454001664,1,0,584115554432,612489551604088832,0,0,2228224,2336462209024,0,0",37,
"6124895516040888405,23925373109534720,348160,2305843009213693952,23364622090242,6052837990454002004,1,0,9570149208162304,93458488709120,0,0,-8646911284551352320,356515840,0,0",38,
"6124895516040888405,23925373109534720,348160,0,9345848870912,6052837990454002004,1,0,9570149243813888,37383395483648,0,0,-8646911248044130304,142606336,0,0",39,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149208164480,37383395483648,0,0,-8646911284551352320,142606336,0,0",40,
"6124895516040888405,23925373109534720,348160,0,23364622177280,6052837990454002004,1,0,9570149243813888,93458488500224,0,0,-8646911248044130304,142606336,0,0",41,
"6124895516040888405,23925373109534720,348160,0,23364622177280,-8646911248044129964,0,0,23925373109534720,37383395483648,0,0,-8646911193283297280,142606336,0,0",42,
