Content,Index,Difficulty
"-6196953041627774806,47850746219069440,5854679537392025600,85196800,306244774661263360,1196268655476736,22333829939200,325,0,4563402769,2305843567559442432,8,0,17408,571746046443520,0",27,
"-6196953041627774806,4622945017674072064,4629744414649122880,67371648,46729244354560,-6917528984691408216,45053657347064064,257,19140298416328960,43980465274880,18084939119723136,0,0,45035996441477120,68988567552,0",28,
"4971974075858551109,-9223369116277014527,3062447758020444202,2305843009258258432,585467953739202568,2990671627550720,11682311062528,170,2233383002240,74766790688768,4785074621906944,0,8519680,0,18253611008,0",29,
"4971974075858551109,-9223371349390524415,3062447758020444202,44564480,89335320089600,703687441777668,11682311088640,68,72339069355425792,720575940379279360,4785074648645632,0,8519680,0,1114112,0",30,
"4971974075858551109,-9223369116277014527,3062447758020444202,44564480,89335320089600,2990671627550720,11682311088640,170,2233383002240,1224979098644774912,11962686554767360,0,8519680,0,45634027588,0",31,
"72057681279451461,-9223369116277011967,3062447758020444202,2305843009258258432,70643622084616,2990671630172160,11682311088640,170,0,3062447749296291840,11962686554767360,0,0,2748779069440,18253611076,0",32,
"-6196953041627774806,47850746219069440,4629744414649122816,67371648,46729244354560,-6917528845104971096,45053657346998272,257,19140298594582528,43980465389568,18084939052352128,0,1152921504611303424,45035996273704961,655360,0",33,
"-6196953041627774806,47850746219069440,5854679537392025600,4611686018512584704,306244775802044420,182536110080,22333829939200,325,1168231108864,4563402752,22869841857740800,0,4456448,0,571746046443520,0",34,
"-6196953041627774806,47850746219069440,5854679537392025600,85196800,46729244354560,182536110760,22333829939200,325,47850746219069440,696320,22869841857740800,0,-6341068092801548288,2,571746046443520,0",35,
"4971974075858551109,-9223369116277014527,3062447758020444202,44564480,89335319889920,2990671627550720,76561193950511104,1114112,2233382993920,74766790688768,4611686310485164032,4,0,0,299067162755072,0",36,
"2883434070212100136,4622949432764153920,5854679532828786752,85196800,1157436103662280704,-6913007792861151072,17660905586944,325,4622949432764137472,4629744414649122880,18084767321030656,0,-6913007792877993984,17661073359104,68987912449,0",37,
"-6196953041627774806,4622949432764137472,4629744414649122880,4611686018512584704,306244775802044420,-6913007792877993984,17661073359104,257,1168231108864,4629744397401980928,18084767321031296,0,4456448,45035996273704960,68987912449,0",38,
"4971974075858551109,72339756478889985,720858517553025034,10489872,89335319889920,288934339545138180,289359025915570180,40,2233382993920,720858514868670464,2815853584191504,0,0,289356277136490496,10741628968,0",39,
"-6196953041627774806,47850746219069440,5854679537392025600,85196800,46729244354560,182536110760,146366988434800640,2129920,47850746219069440,696320,2305843567559442432,8,1196268655476736,17408,571746046443520,0",40,
"175990848356677,-9223369116277003648,3062447758020444202,44564480,263168,1152921577621291280,285212673,170,0,74766790967296,4611686018427388992,4,0,76561193950511104,0,0",41,
"-6196953041627774806,47850746219069440,5854679515582341120,4611686018512584704,306244775802044420,1196268655476736,17408,325,1168231108864,1224979103208177681,2305843009213693952,8,1196268655476736,4672924435456,0,0",42,
"4971974075858551109,72339756478889985,720858517553025034,10489872,35734128035840,288934339545138180,289359025915570180,40,136314880,720858514868670464,2815853584191504,0,0,289356277136490496,10741628968,0",43,
"175990848356677,-9223369116277003648,3062447758020444202,2305843009258258432,180143985094819848,1152921577621291008,11682311045121,170,0,74766790688768,4611686310485164032,4,0,0,299067162755072,0",44,
"-6196953041627774806,4622945017674072064,5854679537392025664,85196800,46729244354560,42949673232,8933532041472,130,19140298594582528,0,9147936743096320,0,4456448,0,0,0",45,
"-6196953041627774806,47850746219069440,5854679515582341120,4611686018512584704,46729244180484,1196268651020968,17408,325,1168231104512,1224979098644774929,2305843009213693952,8,1196268651020288,0,0,0",46,
"2883434070207889578,4622949432764153920,4629744414649122880,67371648,1157436099350536192,-6913007792861151072,45053657347064064,257,4622945017537757184,4629744414649122880,18084939119723136,0,-6917528984691408896,45053657347064064,68988567809,0",47,
"-6196953041627774806,47850746219069440,5854679515582341120,85196800,46729244354560,-6341068092801547608,2,325,47850746219069440,186916977418240,2305843009213693952,8,1196268655476736,4672924435456,0,0",48,
"-6196953041627774806,4622949432764137472,4629744414649122880,85196800,46729244354560,-6913007792877993824,17661073359104,257,1168231108864,4629744397402144768,18084767321031296,0,4456448,45035996441477120,68987912449,0",49,
"87241523525,-9223369116277003648,3062447758020444202,2305843009258258432,2181038088,1196268651020560,4672924435456,68,8320,1224979098644774912,4785074621906944,0,0,0,18253611076,0",50,
"-6196953041627774806,4622945017674072064,5854679537392025664,85196800,46729244354560,42949673640,22333830004992,325,47850746219069440,163840,2305843567559442432,8,1196268655476736,0,571746046443520,0",51,
"2883434070207889578,4622949432764153920,5854679537392025664,4611686018512584704,1157436099350495236,4521234779930784,22333830004992,325,4622945017495814144,4629700434184011840,9147936810467328,0,-6917529027641081856,17660905586944,257,0",52,
"72233584886939905,72339756478892545,3062447758020444170,44564480,180214629388256256,703963396047876,4672924428288,170,72339756478889984,720575943064686602,4785074604081152,0,288934339545137152,2748779079684,0,0",53,
"-6196953041627774806,47850746219069440,5854679537392025600,85196800,46729244250112,182536110760,146366988434800640,2129920,19140298487627776,278528,2305843567559442432,8,1152921577621291008,1,571746046443520,0",54,
"-6196953041627774806,47850746219069440,5854679537392025600,4611686018512584704,46729244180484,182536110760,22333829939200,325,19140298416324608,278528,2305843567559442432,8,1152921504606846976,1,571746046443520,0",55,
"87241523525,-9223369116277003648,3062447758020444202,2305843009258258432,2181038088,2990671638691840,11682311088640,170,8320,3062447758020444160,11962686528028672,0,0,11682311045120,18253611076,0",56,
