Content,Index,Difficulty
"4971974075858551109,47850746219069441,186916977418240,2720,89335320089600,-6341068202323214064,191402984876277762,0,19140298757111808,74766790967296,730144443040,0,1152921504615366656,285212673,18253611076,0",20,
"72233584886939905,72339756478892545,357341280358400,5200,180214629388256256,288230652105982980,365917471087001604,0,72339756478889984,282574489391114,9147936777175040,0,288934339545137152,1077936132,34896609280,0",21,
"72057681279451461,72339756478892545,357341280079882,5200,70643622417408,288934339547759620,365917470801788932,0,72339069284122624,282577173745664,1103806599184,0,288230652103360512,289356277136490500,4210688,0",22,
"72057681279451461,72339756478892545,357341280358400,5200,70643622217728,288230652105982980,365917471087001604,0,72339069014638592,282574489391104,9147936777175040,0,288230376151711744,1077936132,34896609280,0",23,
"4971974075858551109,47850746219069441,186916977418240,2305843009213696672,585467953739202568,-6341068092801548288,191402984876277762,0,2233383002240,186916976721920,730144443040,0,8519680,76561193665298432,1114112,0",24,
"-6196953041627774806,47850746219069440,326554954665984,4611686018427392656,46729244180484,-6917528845104971096,334392273577967616,0,47850746040811520,43980465389568,1275605287552,0,1196268651020288,45035996273704960,655360,0",25,
"4971974075858551109,47850746381598721,186916977418240,2720,89335320089600,-6341068135751219948,191402984876277762,0,-9223369803471773568,142936511610912,4785074621906944,0,2286984194293760,0,18253611008,0",26,
"4971974075858551109,72339756478889985,357341280358400,4112,89335320089600,275951649796,8933532008960,0,2233383002240,1052672,34078720,0,8519680,0,0,0",27,
"2954361435280375978,83598068394491905,326554954665984,5200,81638738403328,-6629298332588047196,289356277304262660,0,83598068125007872,326554954665984,1103806599824,0,-6629298608539697152,334392273577967620,4210688,0",28,
"4971974075858551109,47850746381598721,186916977418240,2305843009213696672,89335319756808,-6341068135751220728,191402984448458754,0,36591746972385280,142936512143360,292057777216,0,576460752303423488,545259522,1114112,0",29,
"-6196953041627774806,91479367609221120,357341280358400,5200,46729244354560,1441151953773003432,365917471087001605,0,47850746219069440,74766790967296,1395864376400,0,1196268655476736,76561193950511104,5324800,0",30,
"4971974075858551109,72339756478889985,357341280079882,2305843009213699152,89335319756808,288934339545138180,365917470801788932,0,2233382993920,282574489391104,1103806599184,0,0,289356277136490496,4210688,0",31,
"72057681279451461,72339756478892545,282577173745674,4112,70643622217728,288934339547759620,289356277136500740,0,72339069014638592,720858517553025024,1103806599184,0,288230376151711744,289359025915559940,4210688,0",32,
"-6196953041627774806,91479367609221120,357341280358400,5200,46729244354560,1441152020344996520,365917471087001605,0,19140298487627776,142936512143360,558345750560,0,73014444032,146366988434800640,2129920,0",33,
"-6196953041627774806,83598068261322752,326554954665984,4752,46729244354560,-6629298608539696472,334392273577967620,0,178257920,43980465111057,1275605291664,0,4456448,45035996273704960,4866048,0",34,
"4971974075858551109,72339756478889985,357341280079882,5200,89335320089600,288934339545138180,146366988967477252,0,72339069150953472,282574489391104,4112,0,288230376151711744,289356277136490500,0,0",35,
"4971974075858551109,47850746219069441,186916977418240,2720,35734128035840,182536110600,4672924435456,68,36591747108700160,532480,4785074621906944,0,576460891889860608,2,18253611008,0",36,
"4971974075858551109,83598068394491905,357341280358400,5200,89335320089600,288230695053034500,365917471087001604,0,72339069355425792,282574489391104,1395864375312,0,288230652103360512,289356277136490500,4210688,0",37,
"-6196953041627774806,47850746219069440,357341280243712,4611686018427393104,306244775802044420,1196268655476736,365917470801788928,0,1168231108864,4563402769,1103806595072,0,1196268655476736,17408,0,0",38,
"-6196953041627774806,47850746219069440,326554954665984,4752,46729244354560,-6917528845104971096,334392273577967616,0,47850746219069440,43980465807360,1275605287552,0,-6341068092801548288,45035996441477122,655360,0",39,
"4971974075858551109,47850746219069441,186916977418240,2305843009213696672,585467953739202568,-6341068092801548288,191402984876277762,0,2233383002240,74766790688768,292057777216,0,8519680,76561193665298432,1114112,0",40,
"-6196953041627774806,47850746219069440,357341280358400,5200,46729244354560,1152921577621291280,365917471087001601,0,19140298487627776,74766790967296,1395864372288,0,1152921577621291008,76561193950511105,1114112,0",41,
"-6196953041627774806,47850746219069440,357341280243712,5200,18691697741824,-6917528954626637552,365917470801788928,0,19140298487627776,278528,1103806595072,0,1152921577621291008,1,0,0",42,
"72057681279451461,72339756478892545,357341280079882,2305843009213699152,2181038088,288934339547759620,365917470801788932,0,8320,282577173745664,1103806599184,0,0,289356277136490496,4210688,0",43,
"72233584886284613,72339756478892545,720858517553025034,4112,180214628717167616,288934339547759620,289359025915570180,0,72339069284122624,720858517553025034,1103817084944,0,288230652103360512,289359025915570180,4210728,0",44,
"4971974075858551109,72339756478889985,357341280079882,5200,89335319889920,288934339545138180,365917470801788932,0,72339069150953472,282574489391104,1103806599184,0,288230376151711744,289356277136490500,4210688,0",45,
"72057681279451461,72339756478892545,720858517553025034,2305843009213698064,2181038088,288934339547759620,289359025915570180,0,8320,720858517553025024,1103817084944,0,0,289359025915559936,4210728,0",46,
"72057681279451461,72339756478892545,720858517553025034,4112,70643622417408,288934339547759620,289359025915570180,0,72339069014646912,720858517553025024,1103817084944,0,288230376151711744,289359025915559940,4210728,0",47,
