Content,Index,Difficulty
"87978378526805,4611687478716273984,1531223879010222101,2305843009235976192,2,1495335813775496,5841155544320,34,0,37383395344384,2392537310953472,0,0,0,9126805504,0",40,
"6124895516040888405,23925373109534720,1531223877668126720,22282240,23364622125056,5764607614302290260,4466765987840,85,23925373056057344,21990232903680,4573968371548160,0,-8646911248044130304,83886080,0,0",41,
"6124895516040888405,4611687478716268544,1531223879010222101,22282240,23364622177280,-8646911248044130304,142606336,85,584115554432,37383395344384,2305843009213694496,2,2228224,38280596832649216,0,0",42,
"4683743635282329685,4611687478716269824,1531223879010222101,22282240,17867063986176,1495335815086080,38280596832670976,557056,0,1531223874648145920,2305843009213693952,2,0,1374389534720,0,0",43,
"6124895516040888405,23925373109534720,1531223879010222080,2305843009235976192,153122387901022210,598134327738368,142606336,34,-9223371452739221376,2281701384,0,0,598134327738368,8704,0,0",44,
"6124895516040888405,23925373109534720,1170957897711042560,22282240,23364622177280,5764607559541457236,4466849873920,65,9570149208164480,139264,4573968371548480,0,-8646911284551352320,0,0,0",45,
"6124895516040888405,23925373109534720,1531223874648412160,22282240,23364622177280,598134327738368,1374389534720,85,584115554432,2281701376,1407374883553280,0,2228224,0,0,0",46,
"6124895516040888405,18296217151733760,360359439787888645,5243920,9345848870912,288582289665818884,73184868606940161,20,35651584,360359438445711360,2392537310953472,0,0,272629760,9126805504,0",47,
"1441151903575572565,4611687478716272704,1531223879010222101,2305843009235976192,570425346,1495335818035200,38280596832670976,557056,2176,37383395344384,2305843009213694496,2,0,38280596832649216,0,0",48,
"6124895516040888405,23925373109534720,1531223873306316800,22282240,153122387330683904,598134327738368,8704,34,-9223372036854773632,612489551604088840,0,0,0,2336462217728,0,0",49,
"6124895516040888405,23925373109534720,1531223879010222080,22282240,23364622177280,91268055380,2336462209024,34,-9223371452739221376,2281701384,2392537302040576,0,598134327738368,8704,0,0",50,
"373833953443925,4611687478716273984,1531223879010222101,2305843009235976192,153122387330596866,1495335816003584,5841155544320,85,-9223372036854775808,612489551604088840,5981343277383680,0,0,2336462217728,9126805538,0",51,
"4683743635282329685,4611687478716269824,1531223879010222101,22282240,17867064038400,598134326820864,5841155531264,85,2176,612489549322387456,2392537310953472,0,0,0,9126805538,0",52,
"6124895516040888405,4611687478716268544,1531223879010222101,2305843009235976192,153122387901022210,598134325510144,2336462217728,85,584115554432,612489549322387456,2392537310953472,0,2228224,0,9126805538,0",53,
"6124895516040888405,4617315518050729984,1531223877668126736,22282240,23364622177280,-8646911263076515500,38280596832649216,557056,23925373020407936,81920,2305843009213693952,2,598134325510144,0,0,0",54,
"373833953443925,4611687478716273984,1531223879010222101,2305843009235976192,382805968326492162,598134327738368,2336462217728,85,-9223372036854775808,612489551604088840,2392537310953472,0,0,2336462217728,9126805538,0",55,
"6124895516040888405,4617315518050729984,1170957897711042576,22282240,23364622177280,5764607544509071700,4466849890560,65,584115554432,21990232637440,4573968388587840,0,2228224,22517998220738560,17448304640,0",56,
"6124895516040888405,23925373109534720,1531223874648412160,2305843009235976192,23364622090242,598134325510484,1374389534720,85,-9223371452739223552,8,1407374883553280,0,598134325510144,0,0,0",57,
"1441151903575572565,4611687478716272704,1531223879010222101,22282240,5497558225920,598134329769984,5841155531264,85,2176,612489549322387456,2392537310953472,0,0,0,9126805538,0",58,
"4683831590843842645,4611687478716269824,1531223879010222101,2305843009235976192,9345848836098,1495335815086080,5841155544320,85,0,1531223874648145920,5981343264014336,0,0,1374389534720,9126805538,0",59,
"6124895516040888405,18296217151733760,360359439787888645,5243920,23364622177280,-8646911214758133500,2336462209024,34,584115554432,266240,2392537302040576,0,2228224,0,0,0",60,
